Past_PatTrans_Meth_Yr_Round,SweepVac,Year,Past_PatTrans_Year,Pasture,Pasture_patch_year,Pasture_patch,Temperature,Winds,OrdinalSamplingDate,HerbYesNo_alltime,TSH,HerbTreat_14-18,GrazingYesNo,GrazingTreat,StartTime,Order,Biomass_mg,Length,Width
RIS_S_W_Sweep_2016_2,Sweep,2016,RIS_S_2016,RIS,RIS_S_2016,RIS_S,,,,No,,,Yes,SLS,0,orth,51.0986189,18.5,
RCH2014_E2_Sweep_2016_1,Sweep,2016,RCH2014_E_2016,RCH2014,RCH2014_E_2016,RCH2014_E,75,1,180,No,,Con,Yes,SLS,12.55,orth,51.0986189,18.5,
DUN_E1_Vacuum_2016_2,Vacuum,2016,DUN_E_2016,DUN,DUN_E_2016,DUN_E,85,0,216,Yes,1.5,Spr,No,None,14.73,aran,50.64113607,12.5,
RIN_S2_Sweep_2016_2,Sweep,2016,RIN_S_2016,RIN,RIN_S_2016,RIN_S,85,0,207,No,,,No,None,12.82,lepi_ad,47.74827214,17,5
PYW_C2_Sweep_2017_2,Sweep,2017,PYW_C_2017,PYW,PYW_C_2017,PYW_C,80,0,195,Yes,2.5,Spr,Yes,SLS,13.5,orth,47.65035524,18,
GIL_N1_Sweep_2016_1,Sweep,2016,GIL_N_2016,GIL,GIL_N_2016,GIL_N,94,4,177,Yes,1.5,Spr,Yes,IES,11.68,orth,47.65035524,18,
GIL_N1_Sweep_2016_2,Sweep,2016,GIL_N_2016,GIL,GIL_N_2016,GIL_N,80,4,198,Yes,1.5,Spr,Yes,IES,14.67,orth,47.65035524,18,
DUN_E1_Vacuum_2015_2,Vacuum,2015,DUN_E_2015,DUN,DUN_E_2015,DUN_E,80,1,191,Yes,0.5,Spr,No,Hay,10.58,orth,47.65035524,18,4
RC2_N1_Sweep_2017_2,Sweep,2017,RC2_N_2017,RC2,RC2_N_2017,RC2_N,75,4,206,Yes,2.5,SnS,No,None,13.02,orth,47.65035524,18,
235_N1_Sweep_2016_2,Sweep,2016,235_N_2016,235,235_N_2016,235_N,85,4,208,Yes,1.5,SnS,Yes,SLS,11.83,orth,47.65035524,18,
GIL_C2_Sweep_2016_1,Sweep,2016,GIL_C_2016,GIL,GIL_C_2016,GIL_C,94,4,177,Yes,1.5,SnS,Yes,IES,12.17,orth,47.65035524,18,
RCH2014_W1_Sweep_2016_2,Sweep,2016,RCH2014_W_2016,RCH2014,RCH2014_W_2016,RCH2014_W,106,4,203,Yes,1.5,SnS,Yes,SLS,11.08,orth,47.65035524,18,
RNR_W1_Sweep_2017_2,Sweep,2017,RNR_W_2017,RNR,RNR_W_2017,RNR_W,85,0,204,Yes,1.5,,No,None,12.08,orth,47.65035524,18,
RNR_W2_Sweep_2017_2,Sweep,2017,RNR_W_2017,RNR,RNR_W_2017,RNR_W,85,0,204,Yes,1.5,,No,None,12.23,orth,47.65035524,18,
RIE_N1_Sweep_2016_2,Sweep,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,80,1,210,Yes,0.5,,No,None,12.6,orth,47.65035524,18,
RNR_W1_Sweep_2016_2,Sweep,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,85,4,213,Yes,0.5,,No,None,12.15,orth,47.65035524,18,
KLN_W2_Vacuum_2017_1,Vacuum,2017,KLN_W_2017,KLN,KLN_W_2017,KLN_W,80,1,168,No,,,Yes,IES,11.23,orth,47.65035524,18,
PAW_E1_Sweep_2015_1,Sweep,2015,PAW_E_2015,PAW,PAW_E_2015,PAW_E,80,1,181,No,,,No,None,16.18,orth,47.65035524,18,
PAW_S1_Sweep_2016_1,Sweep,2016,PAW_S_2016,PAW,PAW_S_2016,PAW_S,86,0,179,No,,,No,None,14.15,orth,47.65035524,18,
PAW_S1_Sweep_2016_2,Sweep,2016,PAW_S_2016,PAW,PAW_S_2016,PAW_S,90,1,217,No,,,No,None,12.25,orth,47.65035524,18,
PYN_W2_Sweep_2017_2,Sweep,2017,PYN_W_2017,PYN,PYN_W_2017,PYN_W,100,4,201,No,,,Yes,IES,11.88,orth,47.65035524,18,
PYS_N1_Vacuum_2017_2,Vacuum,2017,PYS_N_2017,PYS,PYS_N_2017,PYS_N,95,0,201,No,,,Yes,SLS,10.67,orth,47.65035524,18,
PYS_W2_Sweep_2016_2,Sweep,2016,PYS_W_2016,PYS,PYS_W_2016,PYS_W,80,4,202,No,,,Yes,SLS,10.55,orth,47.65035524,18,
RIE_N2_Sweep_2015_1,Sweep,2015,RIE_N_2015,RIE,RIE_N_2015,RIE_N,79,8,171,No,,,No,None,11.43,orth,47.65035524,18,
RIN_E2_Sweep_2016_2,Sweep,2016,RIN_E_2016,RIN,RIN_E_2016,RIN_E,85,0,207,No,,,No,None,11.53,orth,47.65035524,18,
RIN_S1_Vacuum_2017_2,Vacuum,2017,RIN_S_2017,RIN,RIN_S_2017,RIN_S,75,4,206,No,,,No,None,10.7,orth,47.65035524,18,
RIN_S2_Sweep_2016_2,Sweep,2016,RIN_S_2016,RIN,RIN_S_2016,RIN_S,85,0,207,No,,,No,None,12.82,orth,47.65035524,18,
RIN_W2_Sweep_2017_1,Sweep,2017,RIN_W_2017,RIN,RIN_W_2017,RIN_W,85,4,167,No,,,No,None,10.78,orth,47.65035524,18,
RIS_C2_Sweep_2015_2,Sweep,2015,RIS_C_2015,RIS,RIS_C_2015,RIS_C,85,1,209,No,,,Yes,SLS,11.87,orth,47.65035524,18,
RNR_C1_Sweep_2017_2,Sweep,2017,RNR_C_2017,RNR,RNR_C_2017,RNR_C,85,0,204,No,,,No,None,11.37,orth,47.65035524,18,
RNR_E1_Sweep_2015_2,Sweep,2015,RNR_E_2015,RNR,RNR_E_2015,RNR_E,80,0,214,No,,,No,None,10.5,orth,47.65035524,18,
RNR_W1_Sweep_2016_2,Sweep,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,85,4,213,Yes,0.5,,No,None,12.15,orth,47.65035524,18,
GIL_S2_Sweep_2017_1,Sweep,2017,GIL_S_2017,GIL,GIL_S_2017,GIL_S,75,4,172,No,2.5,Con,Yes,IES,9.6,orth,47.65035524,18,
RC2_S1_Sweep_2017_1,Sweep,2017,RC2_S_2017,RC2,RC2_S_2017,RC2_S,85,1,157,No,2.5,Con,No,None,10.95,orth,47.65035524,18,
STE_N2_Sweep_2017_2,Sweep,2017,STE_N2_2017,STE,STE_N2_2017,STE_N,85,4,202,No,1.5,Con,Yes,SLS,9.05,orth,47.65035524,18,
PYW_S2_Vacuum_2015_1,Vacuum,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,75,4,172,No,0.5,Con,Yes,SLS,12.33,orth,47.65035524,18,3.5
RC2_S2_Sweep_2015_1,Sweep,2015,RC2_S_2015,RC2,RC2_S_2015,RC2_S,80,0,178,No,0.5,Con,No,None,12.55,orth,47.65035524,18,5.5
STE_N2_Sweep_2016_2,Sweep,2016,STE_N2_2016,STE,STE_N2_2016,STE_N,85,1,218,No,0.5,Con,Yes,SLS,16.27,orth,47.65035524,18,
STE_W2_Sweep_2016_2,Sweep,2016,STE_W_2016,STE,STE_W_2016,STE_W,85,4,218,No,0.5,Con,Yes,SLS,16,orth,47.65035524,18,
235_S1_Sweep_2015_1,Sweep,2015,235_S_2015,235,235_S_2015,235_S,75,1,180,No,,Con,Yes,SLS,11.15,orth,47.65035524,18,
BSH_N2_Sweep_2015_2,Sweep,2015,BSH_N_2015,BSH,BSH_N_2015,BSH_N,90,4,193,No,,Con,No,None,14.5,orth,47.65035524,18,4
RIS_C_W_Sweep_2016_2,Sweep,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,,,,No,,,Yes,SLS,,aran,45.28210616,12,
RC2_C2_Vacuum_2017_2,Vacuum,2017,RC2_C_2017,RC2,RC2_C_2017,RC2_C,75,4,206,Yes,2.5,Spr,No,None,12.37,orth,44.34741182,17.5,
STE_S1_Sweep_2017_2,Sweep,2017,STE_S_2017,STE,STE_S_2017,STE_S,85,4,202,Yes,1.5,Spr,Yes,SLS,10.27,orth,44.34741182,17.5,
235_C2_Sweep_2016_1,Sweep,2016,235_C_2016,235,235_C_2016,235_C,85,0,179,Yes,2.5,SnS,Yes,SLS,12.97,orth,44.34741182,17.5,
BSH_S2_Sweep_2016_2,Sweep,2016,BSH_S_2016,BSH,BSH_S_2016,BSH_S,80,0,217,Yes,1.5,SnS,No,None,10.37,orth,44.34741182,17.5,
RCH2014_C1_Sweep_2016_1,Sweep,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,75,1,180,Yes,0.5,SnS,Yes,SLS,11.35,orth,44.34741182,17.5,
RIE_N1_Sweep_2016_2,Sweep,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,80,1,210,Yes,0.5,,No,None,12.6,orth,44.34741182,17.5,
PYS_S2_Sweep_2016_1,Sweep,2016,PYS_S_2016,PYS,PYS_S_2016,PYS_S,82,0,182,No,,,Yes,SLS,10.17,orth,44.34741182,17.5,
PYS_W1_Vacuum_2015_2,Vacuum,2015,PYS_W_2015,PYS,PYS_W_2015,PYS_W,80,0,213,No,,,Yes,SLS,11.5,orth,44.34741182,17.5,
RIN_E2_Sweep_2017_2,Sweep,2017,RIN_E_2017,RIN,RIN_E_2017,RIN_E,75,4,206,No,,,No,None,9.82,orth,44.34741182,17.5,
RIS_S_W_Sweep_2016_2,Sweep,2016,RIS_S_2016,RIS,RIS_S_2016,RIS_S,,,,No,,,Yes,SLS,0,orth,44.34741182,17.5,
RNR_E1_Sweep_2017_2,Sweep,2017,RNR_E_2017,RNR,RNR_E_2017,RNR_E,85,0,204,No,,,No,None,10.8,orth,44.34741182,17.5,
STE_W1_Sweep_2015_2,Sweep,2015,STE_W_2015,STE,STE_W_2015,STE_W,95,1,208,No,,Con,Yes,SLS,11.53,orth,44.34741182,17.5,
GIL_S2_Sweep_2016_1,Sweep,2016,GIL_S_2016,GIL,GIL_S_2016,GIL_S,94,4,177,No,1.5,Con,Yes,IES,12.47,orth,44.34741182,17.5,
235_S1_Vacuum_2015_2,Vacuum,2015,235_S_2015,235,235_S_2015,235_S,80,1,211,No,,Con,Yes,SLS,12,orth,44.34741182,17.5,
235_S2_Sweep_2017_2,Sweep,2017,235_S1_2017,235,235_S1_2017,235_S1,75,1,205,No,,Con,Yes,SLS,11.95,orth,44.34741182,17.5,
BSH_N2_Sweep_2017_1,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,75,13,169,No,,Con,No,None,11.7,orth,44.34741182,17.5,
LTR_E2_Sweep_2017_2,Sweep,2017,LTR_E_2017,LTR,LTR_E_2017,LTR_E,80,1,194,Yes,2.5,SnS,Yes,IES,14.43,orth,41.18755428,17,
GIL_C2_Sweep_2016_1,Sweep,2016,GIL_C_2016,GIL,GIL_C_2016,GIL_C,94,4,177,Yes,1.5,SnS,Yes,IES,12.17,orth,41.18755428,17,
RCH2014_C1_Sweep_2016_1,Sweep,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,75,1,180,Yes,0.5,SnS,Yes,SLS,11.35,orth,41.18755428,17,
RCH2014_C1_Sweep_2016_2,Sweep,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,105,4,203,Yes,0.5,SnS,Yes,SLS,10.57,orth,41.18755428,17,
RIE_E2_Sweep_2015_1,Sweep,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,79,8,171,Yes,0.5,,No,None,12.22,orth,41.18755428,17,3
RIE_N1_Sweep_2016_2,Sweep,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,80,1,210,Yes,0.5,,No,None,12.6,orth,41.18755428,17,
RIE_N2_Sweep_2016_2,Sweep,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,80,1,210,Yes,0.5,,No,None,10.22,orth,41.18755428,17,
RNR_W2_Sweep_2016_1,Sweep,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,98,4,187,Yes,0.5,,No,None,13.07,orth,41.18755428,17,
KLN_C1_Sweep_2017_1,Sweep,2017,KLN_C_2017,KLN,KLN_C_2017,KLN_C,80,1,168,No,,,Yes,IES,10.87,orth,41.18755428,17,
KLN_E1_Sweep_2017_2,Sweep,2017,KLN_E_2017,KLN,KLN_E_2017,KLN_E,80,1,199,No,,,Yes,IES,10.77,orth,41.18755428,17,
KLT_S2_Sweep_2015_2,Sweep,2015,KLT_S_2015,KLT,KLT_S_2015,KLT_S,80,0,190,No,,,No,None,13.92,orth,41.18755428,17,
KLT_W1_Sweep_2017_2,Sweep,2017,KLT_W_2017,KLT,KLT_W_2017,KLT_W,95,1,203,No,,,No,None,10.78,orth,41.18755428,17,
PAW_E1_Sweep_2016_1,Sweep,2016,PAW_E_2016,PAW,PAW_E_2016,PAW_E,90,0,179,No,,,No,None,12.52,orth,41.18755428,17,
PYS_N1_Sweep_2015_2,Sweep,2015,PYS_N_2015,PYS,PYS_N_2015,PYS_N,80,0,213,No,,,Yes,SLS,10.47,orth,41.18755428,17,
PYS_S2_Sweep_2016_1,Sweep,2016,PYS_S_2016,PYS,PYS_S_2016,PYS_S,82,0,182,No,,,Yes,SLS,10.17,orth,41.18755428,17,
PYS_W2_Sweep_2017_2,Sweep,2017,PYS_W_2017,PYS,PYS_W_2017,PYS_W,95,0,201,No,,,Yes,SLS,10.38,orth,41.18755428,17,
RIN_E1_Sweep_2017_2,Sweep,2017,RIN_E_2017,RIN,RIN_E_2017,RIN_E,75,4,206,No,,,No,None,9.57,orth,41.18755428,17,
RIN_E2_Sweep_2017_2,Sweep,2017,RIN_E_2017,RIN,RIN_E_2017,RIN_E,75,4,206,No,,,No,None,9.82,orth,41.18755428,17,
RIN_S2_Sweep_2015_2,Sweep,2015,RIN_S_2015,RIN,RIN_S_2015,RIN_S,80,0,204,No,,,No,None,11.03,orth,41.18755428,17,
RIN_S2_Sweep_2016_1,Sweep,2016,RIN_S_2016,RIN,RIN_S_2016,RIN_S,80,1,176,No,,,No,None,10.37,orth,41.18755428,17,
RIS_C_E_Sweep_2016_2,Sweep,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,,,,No,,,Yes,SLS,0,orth,41.18755428,17,
RIS_C_W_Sweep_2016_2,Sweep,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,,,,No,,,Yes,SLS,0,orth,41.18755428,17,
RIS_S_W_Sweep_2016_2,Sweep,2016,RIS_S_2016,RIS,RIS_S_2016,RIS_S,,,,No,,,Yes,SLS,0,orth,41.18755428,17,
RNR_C1_Sweep_2017_2,Sweep,2017,RNR_C_2017,RNR,RNR_C_2017,RNR_C,85,0,204,No,,,No,None,11.37,orth,41.18755428,17,
RNR_E2_Sweep_2015_2,Sweep,2015,RNR_E_2015,RNR,RNR_E_2015,RNR_E,80,0,214,No,,,No,None,12.67,orth,41.18755428,17,
DUN_C2_Sweep_2017_2,Sweep,2017,DUN_C_2017,DUN,DUN_C_2017,DUN_C,85,8,191,No,2.5,Con,No,None,11.17,orth,41.18755428,17,
PYW_S2_Sweep_2016_1,Sweep,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,78,0,175,No,1.5,Con,Yes,SLS,10.67,orth,41.18755428,17,
RC2_S1_Sweep_2016_2,Sweep,2016,RC2_S_2016,RC2,RC2_S_2016,RC2_S,104,4,202,No,1.5,Con,No,None,12.42,orth,41.18755428,17,
RC2_S1_Vacuum_2016_1,Vacuum,2016,RC2_S_2016,RC2,RC2_S_2016,RC2_S,90,0,182,No,1.5,Con,No,None,13.47,orth,41.18755428,17,
STE_N2_Sweep_2017_2,Sweep,2017,STE_N2_2017,STE,STE_N2_2017,STE_N,85,4,202,No,1.5,Con,Yes,SLS,9.05,orth,41.18755428,17,
235_S2_Sweep_2015_1,Sweep,2015,235_S_2015,235,235_S_2015,235_S,75,1,180,No,,Con,Yes,SLS,10.7,orth,41.18755428,17,
BSH_N1_Sweep_2016_2,Sweep,2016,BSH_N_2016,BSH,BSH_N_2016,BSH_N,80,0,217,No,,Con,No,None,11.75,orth,41.18755428,17,
RCH2014_W2_Sweep_2016_1,Sweep,2016,RCH2014_W_2016,RCH2014,RCH2014_W_2016,RCH2014_W,75,1,180,Yes,1.5,SnS,Yes,SLS,12.97,lepi_la,40.9989804,29,3.5
GIL_S2_Vacuum_2017_2,Vacuum,2017,GIL_S_2017,GIL,GIL_S_2017,GIL_S,75,1,195,No,2.5,Con,Yes,IES,10.93,aran,40.29786957,11.5,
RIN_W2_Sweep_2016_1,Sweep,2016,RIN_W_2016,RIN,RIN_W_2016,RIN_W,80,1,176,No,,,No,None,10.73,lepi_la,40.10365133,25,4
DUN_E1_Sweep_2016_2,Sweep,2016,DUN_E_2016,DUN,DUN_E_2016,DUN_E,85,0,216,Yes,1.5,Spr,No,None,14.73,lepi_la,38.91994215,24.5,4
RC2_C1_Vacuum_2016_1,Vacuum,2016,RC2_C_2016,RC2,RC2_C_2016,RC2_C,75,0,183,Yes,1.5,Spr,No,None,14.53,cole_ad,38.43812608,10,7
DUN_E1_Sweep_2017_2,Sweep,2017,DUN_E_2017,DUN,DUN_E_2017,DUN_E,85,8,191,Yes,2.5,Spr,No,None,10.77,orth,38.16851931,16.5,
LTR_C1_Sweep_2016_2,Sweep,2016,LTR_C_2016,LTR,LTR_C_2016,LTR_C,75,0,198,Yes,1.5,Spr,Yes,IES,9.68,orth,38.16851931,16.5,
PYW_C1_Sweep_2016_2,Sweep,2016,PYW_C_2016,PYW,PYW_C_2016,PYW_C,95,0,206,Yes,1.5,Spr,Yes,SLS,12.28,orth,38.16851931,16.5,
PYW_C2_Sweep_2016_2,Sweep,2016,PYW_C_2016,PYW,PYW_C_2016,PYW_C,95,0,206,Yes,1.5,Spr,Yes,SLS,11.93,orth,38.16851931,16.5,
STE_S1_Sweep_2016_1,Sweep,2016,STE_S_2016,STE,STE_S_2016,STE_S,75,0,186,Yes,0.5,Spr,Yes,SLS,18.4,orth,38.16851931,16.5,
235_C2_Sweep_2017_2,Sweep,2017,235_C_2017,235,235_C_2017,235_C,75,1,205,Yes,3.5,SnS,Yes,SLS,11.08,orth,38.16851931,16.5,
PYW_N2_Sweep_2017_2,Sweep,2017,PYW_N_2017,PYW,PYW_N_2017,PYW_N,80,0,195,Yes,2.5,SnS,Yes,SLS,13.03,orth,38.16851931,16.5,
DUN_W2_Sweep_2016_2,Sweep,2016,DUN_W_2016,DUN,DUN_W_2016,DUN_W,105,4,217,Yes,1.5,SnS,No,None,15.43,orth,38.16851931,16.5,
GIL_C1_Sweep_2016_2,Sweep,2016,GIL_C_2016,GIL,GIL_C_2016,GIL_C,80,4,198,Yes,1.5,SnS,Yes,IES,13.95,orth,38.16851931,16.5,
GIL_C2_Sweep_2016_1,Sweep,2016,GIL_C_2016,GIL,GIL_C_2016,GIL_C,94,4,177,Yes,1.5,SnS,Yes,IES,12.17,orth,38.16851931,16.5,
KLN_C1_Sweep_2016_1,Sweep,2016,KLN_C_2016,KLN,KLN_C_2016,KLN_C,80,4,169,No,,,Yes,IES,13.52,orth,38.16851931,16.5,
PAW_E1_Sweep_2016_2,Sweep,2016,PAW_E_2016,PAW,PAW_E_2016,PAW_E,90,1,217,No,,,No,None,11.37,orth,38.16851931,16.5,
PAW_S1_Sweep_2015_2,Sweep,2015,PAW_S_2015,PAW,PAW_S_2015,PAW_S,75,1,215,No,,,No,None,10.65,orth,38.16851931,16.5,
PYN_W2_Sweep_2017_2,Sweep,2017,PYN_W_2017,PYN,PYN_W_2017,PYN_W,100,4,201,No,,,Yes,IES,11.88,orth,38.16851931,16.5,
RIS_C_E_Sweep_2016_2,Sweep,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,,,,No,,,Yes,SLS,0,orth,38.16851931,16.5,
RIS_C_W_Sweep_2016_2,Sweep,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,,,,No,,,Yes,SLS,0,orth,38.16851931,16.5,
RIS_C2_Sweep_2016_1,Sweep,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,90,1,188,No,,,Yes,SLS,15.55,orth,38.16851931,16.5,
RNR_C2_Sweep_2016_2,Sweep,2016,RNR_C_2016,RNR,RNR_C_2016,RNR_C,85,8,213,No,,,No,None,11.67,orth,38.16851931,16.5,
RC2_S2_Sweep_2017_2,Sweep,2017,RC2_S_2017,RC2,RC2_S_2017,RC2_S,75,4,206,No,2.5,Con,No,None,12.07,orth,38.16851931,16.5,
RC2_S1_Sweep_2016_2,Sweep,2016,RC2_S_2016,RC2,RC2_S_2016,RC2_S,104,4,202,No,1.5,Con,No,None,12.42,orth,38.16851931,16.5,
STE_N2_Sweep_2016_2,Sweep,2016,STE_N2_2016,STE,STE_N2_2016,STE_N,85,1,218,No,0.5,Con,Yes,SLS,16.27,orth,38.16851931,16.5,
RCH2014_E2_Sweep_2016_1,Sweep,2016,RCH2014_E_2016,RCH2014,RCH2014_E_2016,RCH2014_E,75,1,180,No,,Con,Yes,SLS,12.55,orth,38.16851931,16.5,
STE_W1_Sweep_2017_2,Sweep,2017,STE_W_2017,STE,STE_W_2017,STE_W,85,4,202,No,1.5,Con,Yes,SLS,9.67,lepi_la,36.87646544,27,3.5
STE_S2_Sweep_2016_1,Sweep,2016,STE_S_2016,STE,STE_S_2016,STE_S,75,0,186,Yes,0.5,Spr,Yes,SLS,18.95,cole_ad,36.668474,13.5,5
DUN_W1_Sweep_2017_1,Sweep,2017,DUN_W_2017,DUN,DUN_W_2017,DUN_W,80,4,181,Yes,2.5,SnS,No,None,14.3,cole_ad,36.668474,13.5,5
RIN_E1_Sweep_2017_1,Sweep,2017,RIN_E_2017,RIN,RIN_E_2017,RIN_E,85,4,167,No,,,No,None,11.8,cole_ad,36.668474,13.5,5
GIL_N1_Sweep_2017_2,Sweep,2017,GIL_N_2017,GIL,GIL_N_2017,GIL_N,75,1,195,Yes,2.5,Spr,Yes,IES,14.22,aran,35.67680558,11,1
RC2_C2_Sweep_2016_2,Sweep,2016,RC2_C_2016,RC2,RC2_C_2016,RC2_C,104,4,202,Yes,1.5,Spr,No,None,12.83,aran,35.67680558,11,
BSH_N1_Sweep_2016_2,Sweep,2016,BSH_N_2016,BSH,BSH_N_2016,BSH_N,80,0,217,No,,Con,No,None,11.75,aran,35.67680558,11,
RIN_S2_Sweep_2015_1,Sweep,2015,RIN_S_2015,RIN,RIN_S_2015,RIN_S,70,4,168,No,,,No,None,11.33,cole_ad,35.61591347,22,3
GIL_N1_Sweep_2017_2,Sweep,2017,GIL_N_2017,GIL,GIL_N_2017,GIL_N,75,1,195,Yes,2.5,Spr,Yes,IES,14.22,orth,35.28801347,16,
BSH_C2_Vacuum_2016_2,Vacuum,2016,BSH_C_2016,BSH,BSH_C_2016,BSH_C,80,0,217,Yes,1.5,Spr,No,None,10.75,orth,35.28801347,16,
PYW_C2_Vacuum_2015_1,Vacuum,2015,PYW_C_2015,PYW,PYW_C_2015,PYW_C,75,4,172,Yes,0.5,Spr,Yes,SLS,11.48,orth,35.28801347,16,3.5
STE_S1_Sweep_2016_1,Sweep,2016,STE_S_2016,STE,STE_S_2016,STE_S,75,0,186,Yes,0.5,Spr,Yes,SLS,18.4,orth,35.28801347,16,
BSH_S2_Sweep_2017_2,Sweep,2017,BSH_S_2017,BSH,BSH_S_2017,BSH_S,85,1,199,Yes,2.5,SnS,No,None,13,orth,35.28801347,16,
BSH_S1_Sweep_2016_2,Sweep,2016,BSH_S_2016,BSH,BSH_S_2016,BSH_S,80,0,217,Yes,1.5,SnS,No,None,9.98,orth,35.28801347,16,
BSH_S2_Sweep_2016_2,Sweep,2016,BSH_S_2016,BSH,BSH_S_2016,BSH_S,80,0,217,Yes,1.5,SnS,No,None,10.37,orth,35.28801347,16,
GIL_C2_Sweep_2016_2,Sweep,2016,GIL_C_2016,GIL,GIL_C_2016,GIL_C,80,4,198,Yes,1.5,SnS,Yes,IES,15,orth,35.28801347,16,
RCH2014_W1_Sweep_2016_1,Sweep,2016,RCH2014_W_2016,RCH2014,RCH2014_W_2016,RCH2014_W,75,1,180,Yes,1.5,SnS,Yes,SLS,13.3,orth,35.28801347,16,
BSH_S2_Sweep_2015_2,Sweep,2015,BSH_S_2015,BSH,BSH_S_2015,BSH_S,90,4,193,Yes,0.5,SnS,No,None,13.88,orth,35.28801347,16,2.5
RCH2014_C1_Sweep_2016_1,Sweep,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,75,1,180,Yes,0.5,SnS,Yes,SLS,11.35,orth,35.28801347,16,
RCH2014_C2_Sweep_2016_2,Sweep,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,105,4,203,Yes,0.5,SnS,Yes,SLS,10.27,orth,35.28801347,16,
RNR_W1_Sweep_2015_1,Sweep,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,4,184,Yes,1.5,,No,None,13.33,orth,35.28801347,16,
RNR_W1_Sweep_2017_1,Sweep,2017,RNR_W_2017,RNR,RNR_W_2017,RNR_W,85,0,178,Yes,1.5,,No,None,11.48,orth,35.28801347,16,
RNR_W2_Sweep_2015_2,Sweep,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,0,214,Yes,1.5,,No,None,12.07,orth,35.28801347,16,
RIE_N1_Sweep_2016_2,Sweep,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,80,1,210,Yes,0.5,,No,None,12.6,orth,35.28801347,16,
RIE_N2_Sweep_2016_2,Sweep,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,80,1,210,Yes,0.5,,No,None,10.22,orth,35.28801347,16,
RNR_W1_Sweep_2016_2,Sweep,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,85,4,213,Yes,0.5,,No,None,12.15,orth,35.28801347,16,
RNR_W2_Sweep_2016_2,Sweep,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,85,4,213,Yes,0.5,,No,None,12.52,orth,35.28801347,16,
KLN_C1_Sweep_2016_2,Sweep,2016,KLN_C_2016,KLN,KLN_C_2016,KLN_C,75,8,204,No,,,Yes,IES,10.9,orth,35.28801347,16,
KLN_W1_Sweep_2016_1,Sweep,2016,KLN_W_2016,KLN,KLN_W_2016,KLN_W,80,4,169,No,,,Yes,IES,13.07,orth,35.28801347,16,
KLT_E2_Sweep_2017_2,Sweep,2017,KLT_E_2017,KLT,KLT_E_2017,KLT_E,95,1,203,No,,,No,None,11.67,orth,35.28801347,16,
KLT_S2_Sweep_2016_2,Sweep,2016,KLT_S_2016,KLT,KLT_S_2016,KLT_S,80,1,211,No,,,No,None,12.97,orth,35.28801347,16,
PAW_E2_Sweep_2015_2,Sweep,2015,PAW_E_2015,PAW,PAW_E_2015,PAW_E,75,1,219,No,,,No,None,11,orth,35.28801347,16,
PAW_S1_Sweep_2016_2,Sweep,2016,PAW_S_2016,PAW,PAW_S_2016,PAW_S,90,1,217,No,,,No,None,12.25,orth,35.28801347,16,
PAW_W1_Sweep_2016_2,Sweep,2016,PAW_W_2016,PAW,PAW_W_2016,PAW_W,90,1,217,No,,,No,None,10.25,orth,35.28801347,16,
PAW_W2_Sweep_2015_1,Sweep,2015,PAW_W_2015,PAW,PAW_W_2015,PAW_W,80,1,181,No,,,No,None,15.68,orth,35.28801347,16,
PYN_N2_Sweep_2015_2,Sweep,2015,PYN_N_2015,PYN,PYN_N_2015,PYN_N,80,4,210,No,,,Yes,IES,11.7,orth,35.28801347,16,
PYN_S2_Sweep_2017_2,Sweep,2017,PYN_S_2017,PYN,PYN_S_2017,PYN_S,100,4,201,No,,,Yes,IES,12.43,orth,35.28801347,16,
PYN_W1_Vacuum_2015_2,Vacuum,2015,PYN_W_2015,PYN,PYN_W_2015,PYN_W,80,4,210,No,,,Yes,IES,13.02,orth,35.28801347,16,
